runner,lado,fav,gols,lado_fav,corte,N_rec,perdas_rec,ROI_rec,IC_lo,IC_hi,p_ic,dias,N_antes,ROI_antes,P_perm,odd_med,aprovado,BH_ic,BH_perm,fam
BTTS_No,back,fav<=1.40,Todos,fav casa,TOP 3,77,26,13.807792207792202,-3.2041426125244645,30.956625512645243,0.0595,30,381,0.6488188976377931,0.12,1.71,False,False,False,nao-CS
CS_2x3,lay,fav>1.80,U25 1.60-2.20,Todos,Todos,113,1,1.736409211145152,-0.7062437326938227,2.66679179845805,0.0595,26,918,0.2363166024423632,0.2675,38.0,False,False,False,CS
CS_0x1,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,56,4,4.89015911212314,-1.3091882656014215,10.960968448341593,0.06,19,272,-7.274727247890972,0.0325,8.4,False,False,False,CS
Under15_HT,back,fav>1.80,U25 1.60-2.20,Todos,TOP 3,100,20,7.008500000000001,-1.8546872524752445,15.82633899908278,0.0605,35,581,-3.1780550774526657,0.05,1.35,False,False,False,nao-CS
12,back,fav>1.80,U25<=1.60,fav casa,Todos,54,13,14.049074074074072,-3.5959020146520153,28.83964843749997,0.0615,23,279,-11.69032258064516,0.015,1.525,False,False,False,nao-CS
12,back,Todos,Todos,fav casa,Todos,54,13,14.049074074074072,-3.5959020146520153,28.83964843749997,0.0615,23,285,-11.980175438596492,0.0075,1.525,False,False,False,nao-CS
12,back,Todos,U25<=1.60,fav casa,Todos,54,13,14.049074074074072,-3.5959020146520153,28.83964843749997,0.0615,23,279,-11.69032258064516,0.0125,1.525,False,False,False,nao-CS
12,back,fav>1.80,Todos,fav casa,Todos,54,13,14.049074074074072,-3.5959020146520153,28.83964843749997,0.0615,23,285,-11.980175438596492,0.015,1.525,False,False,False,nao-CS
Under35_FT,lay,fav>1.80,U25>2.20,fav casa,Todos,313,170,11.708068608280119,-2.429929228246732,25.868879802858142,0.062,35,981,-8.198674750396775,0.0,1.61,False,False,True,nao-CS
A,back,fav1.40-1.80,Todos,Todos,TOP 3,103,46,24.984951456310682,-5.536695254431105,59.09907499999994,0.0625,36,566,0.3493816254416933,0.08,1.7,False,False,False,nao-CS
Over35_FT,back,fav>1.80,U25>2.20,fav casa,Todos,313,170,11.649680511182103,-2.5026923623675397,25.771169310115287,0.063,35,981,-7.691080530071359,0.0,2.62,False,False,True,nao-CS
1X,lay,Todos,U25>2.20,Todos,TOP 3,90,47,22.199132781958156,-6.179149719940744,50.610157131087696,0.063,33,447,3.9844438048850686,0.095,1.56,False,False,False,nao-CS
Under05_HT,back,fav>1.80,U25<=1.60,Todos,Todos,244,132,7.951434426229505,-2.2914991719495728,19.96487182020695,0.064,33,1365,-1.502673992673995,0.1225,2.46,False,False,False,nao-CS
Under35_FT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,243,161,10.552424061666812,-2.9757689048282896,26.42466558465016,0.064,30,1198,-0.3991192979392771,0.13,1.41,False,False,False,nao-CS
Over35_FT,back,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,50,27.333333333333325,-7.82341701902749,63.551077086122184,0.064,31,483,-3.727018633540376,0.06,3.15,False,False,False,nao-CS
D,lay,fav<=1.40,U25>2.20,Todos,TOP 3,71,7,6.120660286993127,-1.8535861717567257,13.052840959585325,0.0655,28,361,-1.8723499355946849,0.06,6.4,False,False,False,nao-CS
H,lay,fav>1.80,U25>2.20,fav fora,Todos,205,51,5.1228065475984135,-1.7358203270320332,11.644113776246027,0.066,30,630,-4.277250550573189,0.05,3.4,False,False,False,nao-CS
CS_Goleada_A,lay,Todos,U25 1.60-2.20,fav casa,TOP 3,90,1,1.977676567229087,-0.5594927761957887,3.2608292205431044,0.066,33,513,-0.14811956385554353,0.0975,29.5,False,False,False,CS
D,lay,fav>1.80,U25<=1.60,fav casa,Todos,187,49,7.10977880615131,-2.6417159660397083,14.879699317910907,0.066,33,1054,-4.423906156226402,0.02,3.1,False,False,False,nao-CS
CS_Goleada_A,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,90,1,1.977676567229087,-0.5594927761957887,3.2608292205431044,0.066,33,509,-0.16008829870443714,0.06,29.5,False,False,False,CS
1X,lay,fav>1.80,U25>2.20,Todos,TOP 3,89,47,21.898346946194216,-6.675586216279243,50.610157131087696,0.067,33,364,5.14103755035253,0.1475,1.56,False,False,False,nao-CS
Under15_FT,lay,fav<=1.40,Todos,Todos,TOP 3,53,7,9.91280150085378,-3.612810039291805,20.943734955016815,0.0675,26,259,-2.0144655637083364,0.0675,4.9,False,False,False,nao-CS
CS_Goleada_H,lay,Todos,Todos,fav fora,Todos,533,12,0.7971426414693962,-0.2778686255572184,2.0863873395580237,0.068,35,2036,-0.5343941027338581,0.0425,34.0,False,False,False,CS
CS_2x0,back,fav<=1.40,Todos,fav casa,TOP 3,77,59,55.512987012987004,-15.672336815616896,132.96062499999994,0.0685,30,378,22.825396825396822,0.235,6.8,False,False,False,CS
A,back,fav1.40-1.80,U25>2.20,fav fora,TOP 3,49,14,12.84081632653061,-5.223673529411765,30.695799999999984,0.069,23,218,-3.882339449541284,0.1,1.62,False,False,False,nao-CS
CS_2x1,lay,Todos,Todos,fav fora,TOP 3,99,4,3.105504343083622,-1.160785085821982,6.422677480575552,0.0695,36,561,-0.9342890011732496,0.0625,13.0,False,False,False,CS
CS_2x0,back,fav<=1.40,Todos,fav casa,Todos,159,130,38.57232704402515,-13.089249547920442,95.44509986871716,0.0705,30,672,40.26785714285714,0.48,8.2,False,False,False,CS
A,back,fav<=1.40,Todos,Todos,TOP 3,45,36,73.68888888888887,-20.65475,178.93149496080616,0.0705,25,168,-20.301785714285714,0.0375,8.8,False,False,False,nao-CS
A,back,fav<=1.40,Todos,fav casa,TOP 3,45,36,73.68888888888887,-20.65475,178.93149496080616,0.0705,25,168,-20.301785714285714,0.01,8.8,False,False,False,nao-CS
Over45_FT,back,Todos,U25>2.20,fav casa,Todos,698,510,10.945128939828075,-3.3364735064578857,25.131067445180683,0.0705,35,2429,-10.903170028818447,0.005,4.6,False,False,False,nao-CS
X2,back,fav>1.80,Todos,fav casa,TOP 3,105,30,10.4147619047619,-3.5777524907423737,22.96901723130841,0.072,36,597,-3.177051926298158,0.05,1.56,False,False,False,nao-CS
CS_2x3,lay,Todos,Todos,fav casa,TOP 3,78,1,1.871108727818586,-1.108570865109788,3.3093004069548764,0.0735,32,455,0.922270112178334,0.39,32.0,False,False,False,CS
CS_2x3,lay,Todos,U25>2.20,fav casa,TOP 3,77,1,1.863773809531848,-1.1676365359633911,3.316022933836027,0.074,32,411,0.7306924754589194,0.34,32.0,False,False,False,CS
CS_2x3,lay,fav>1.80,Todos,fav casa,TOP 3,78,1,1.8602474588928015,-1.1226207609573051,3.298462374488769,0.074,32,424,1.2381472700812544,0.5275,32.0,False,False,False,CS
CS_1x1,lay,fav<=1.40,Todos,Todos,TOP 3,81,3,3.378504840711951,-1.264794749670287,7.312758966561521,0.074,30,401,4.671941116752981,0.6925,13.5,False,False,False,CS
CS_2x3,lay,fav>1.80,U25>2.20,fav casa,TOP 3,77,1,1.8527714851654684,-1.1768142540116886,3.3032748928182887,0.0745,32,346,0.8963566811222474,0.44,32.0,False,False,False,CS
CS_3x1,lay,Todos,Todos,fav fora,TOP 3,82,1,2.142864092335786,-0.6697002332402021,3.4755387766523946,0.075,32,444,1.6348422881573728,0.54,29.0,False,False,False,CS
Over25_FT,back,fav1.40-1.80,U25>2.20,fav casa,Todos,238,74,6.711974789915964,-2.910406045899857,15.355842618311133,0.075,33,889,-2.161923509561307,0.05,1.6,False,False,False,nao-CS
CS_3x1,lay,fav>1.80,Todos,fav fora,TOP 3,82,1,2.142864092335786,-0.6697002332402021,3.4755387766523946,0.075,32,411,1.346865198257603,0.2625,29.0,False,False,False,CS
A,back,fav<=1.40,U25>2.20,fav casa,Todos,47,38,66.29787234042553,-20.173179271708687,164.56331521739102,0.0755,24,165,-30.86060606060606,0.0125,9.0,False,False,False,nao-CS
A,back,fav<=1.40,U25>2.20,Todos,Todos,47,38,66.29787234042553,-20.173179271708687,164.56331521739102,0.0755,24,165,-30.86060606060606,0.015,9.0,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,U25 1.60-2.20,Todos,Todos,884,29,0.8508499265908098,-0.4060017913754509,1.9567962512643053,0.0765,35,3866,-0.056315073278115746,0.1275,24.0,False,False,False,CS
CS_1x2,lay,Todos,Todos,fav fora,TOP 3,99,6,3.545516592964443,-1.4358272782893735,8.007557914918898,0.078,36,567,-1.7578070589894537,0.0575,10.0,False,False,False,CS
CS_1x1,lay,fav<=1.40,U25>2.20,fav casa,Todos,132,5,2.1121787863990935,-0.7989394635035963,4.946162248503464,0.081,29,514,2.044267403362537,0.495,15.5,False,False,False,CS
CS_0x0,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,1,4.343865217612027,-2.131762971164592,7.345979234290861,0.0815,19,224,-0.5134128316198391,0.18,15.0,False,False,False,CS
CS_2x3,lay,fav>1.80,U25 1.60-2.20,fav fora,Todos,100,1,1.6359578724094854,-1.2022289636402541,2.6910464265388336,0.082,24,205,1.1509879136564614,0.34,37.0,False,False,False,CS
A,back,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,51,16,12.681372549019605,-6.737310606060606,27.283175819672113,0.082,17,259,-0.5083011583011602,0.13,1.68,False,False,False,nao-CS
CS_0x1,lay,Todos,U25 1.60-2.20,fav fora,Todos,377,30,2.263595322741153,-1.128117856720406,5.186311669178964,0.083,34,1832,-1.0806177442443574,0.04,9.8,False,False,False,CS
BTTS_Yes,lay,Todos,U25 1.60-2.20,fav casa,TOP 3,99,46,16.165122945079528,-6.238996410342136,38.74939941557368,0.084,34,588,-11.167904478963218,0.01,1.79,False,False,False,nao-CS
1X,lay,fav1.40-1.80,U25>2.20,fav fora,Todos,88,27,8.168791679978442,-3.560939538281201,21.561594116713767,0.0845,23,342,-6.086578233248221,0.0575,2.62,False,False,False,nao-CS
Under25_FT,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,246,76,6.239456432391346,-3.2263850632887876,15.061933972803393,0.0845,33,901,-2.3001981135851866,0.0475,2.7,False,False,False,nao-CS
1X,lay,fav1.40-1.80,U25>2.20,Todos,Todos,88,27,8.168791679978442,-3.560939538281201,21.561594116713767,0.0845,23,343,-6.360378296708139,0.06,2.62,False,False,False,nao-CS
A,back,Todos,U25>2.20,Todos,TOP 3,100,40,16.144999999999996,-7.245233799705448,41.05620199110571,0.085,35,530,-1.2712264150943426,0.0725,1.815,False,False,False,nao-CS
CS_2x0,back,Todos,U25<=1.60,Todos,TOP 3,90,76,42.11666666666667,-17.559326788218794,99.67228826992745,0.0855,34,466,-52.87231759656652,0.005,9.2,False,False,False,CS
CS_2x1,lay,fav>1.80,U25>2.20,fav casa,TOP 3,88,5,3.5266060495636964,-1.5754700432017839,7.676394642610079,0.0865,35,393,-1.8128706788855506,0.0525,10.5,False,False,False,CS
Over05_HT,lay,fav>1.80,U25<=1.60,fav fora,Todos,61,30,20.9772149966028,-9.11959561583334,48.62368973035965,0.0875,24,392,-4.60982238132085,0.05,1.67,False,False,False,nao-CS
X2,back,Todos,U25 1.60-2.20,fav casa,TOP 3,99,31,9.709595959595957,-5.251149348353203,23.43006188118812,0.0875,34,588,-5.0480442176870755,0.0275,1.6,False,False,False,nao-CS
Under25_FT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,38,17.37984695842415,-7.560317408920898,40.79652642536178,0.0885,31,484,0.48229760321283455,0.0875,1.81,False,False,False,nao-CS
CS_1x1,lay,fav<=1.40,Todos,fav casa,TOP 3,77,3,3.075913921911265,-1.8588666049038651,7.194541475128795,0.0885,30,374,4.171924269533475,0.645,13.5,False,False,False,CS
Over15_HT,back,fav1.40-1.80,U25>2.20,fav casa,TOP 3,84,37,13.90238095238095,-6.223542110874202,34.45794943820225,0.089,33,416,-3.868028846153848,0.0775,2.08,False,False,False,nao-CS
CS_1x1,lay,Todos,U25>2.20,fav casa,TOP 3,98,7,3.523086901656769,-1.7234716894397928,8.320538329953424,0.0895,35,524,-0.09916378930022483,0.17,8.8,False,False,False,CS
1X,lay,fav>1.80,U25>2.20,fav casa,TOP 3,61,33,25.221867152929256,-10.55891003248575,63.9182570927857,0.09,29,190,13.801550877841112,0.26,1.54,False,False,False,nao-CS
BTTS_Yes,back,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,272,121,8.658823529411762,-4.630424499368573,19.82016070171384,0.09,31,1296,0.5989969135802444,0.1325,2.0,False,False,False,nao-CS
1X,lay,Todos,U25>2.20,fav casa,TOP 3,61,33,25.221867152929256,-10.55891003248575,63.9182570927857,0.09,29,191,13.205731239737231,0.2725,1.54,False,False,False,nao-CS
CS_3x1,back,fav>1.80,U25>2.20,fav casa,TOP 3,88,78,66.81818181818181,-29.886425010386375,167.55461876832828,0.0905,35,390,-13.952564102564107,0.0775,15.5,False,False,False,CS
X2,back,Todos,Todos,fav fora,Todos,113,31,8.784070796460174,-4.42421398305085,21.702757987100647,0.091,30,398,-4.083793969849247,0.0425,1.52,False,False,False,nao-CS
X2,back,fav>1.80,Todos,fav fora,Todos,113,31,8.784070796460174,-4.42421398305085,21.702757987100647,0.091,30,388,-3.7720360824742274,0.0475,1.52,False,False,False,nao-CS
D,lay,fav1.40-1.80,Todos,Todos,Todos,636,120,2.5234048406697864,-1.5035134704002533,6.1068818467606345,0.092,36,2712,-2.2079243740416787,0.0225,4.6,False,False,False,nao-CS
CS_3x2,lay,Todos,Todos,fav fora,TOP 3,72,1,1.6632762362539273,-1.3385694076310635,3.1903440496287057,0.092,30,440,2.2786962034982534,0.6625,32.0,False,False,False,CS
CS_1x2,lay,Todos,U25 1.60-2.20,fav fora,TOP 3,86,5,3.5828278782133562,-1.8088510324411131,8.650143495889207,0.0925,34,501,-2.855775082910954,0.0425,10.5,False,False,False,CS
Over45_FT,back,Todos,U25>2.20,Todos,TOP 3,100,55,18.282999999999994,-8.340615172341979,47.31409572901326,0.0925,35,563,-5.037921847246894,0.0675,2.74,False,False,False,nao-CS
CS_1x2,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,94,4,2.8550471036662635,-1.9345265536760112,6.431030597254082,0.093,33,543,-3.184281325724679,0.0275,13.5,False,False,False,CS
CS_3x2,lay,fav>1.80,Todos,fav fora,TOP 3,72,1,1.650226785704477,-1.3622295941541342,3.177098071575023,0.0935,30,430,1.6493976557676013,0.4975,32.0,False,False,False,CS
CS_1x2,lay,Todos,U25 1.60-2.20,fav casa,TOP 3,98,4,2.8868651830118646,-1.652339145868862,6.394105000290384,0.0935,34,581,-2.8981160066763323,0.025,13.5,False,False,False,CS
BTTS_No,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,272,121,8.576288337272548,-4.700098403829896,19.740380230211944,0.0935,31,1291,0.7407637950412701,0.095,2.0,False,False,False,nao-CS
CS_3x1,lay,Todos,Todos,fav fora,Todos,262,5,1.0162623109956632,-0.6969153779736098,2.4688047609384913,0.0945,32,1333,-0.12368818780054294,0.175,34.0,False,False,False,CS
CS_3x1,back,fav>1.80,U25>2.20,Todos,TOP 3,96,85,59.499999999999986,-28.893279164873015,155.1252908163265,0.095,35,444,-40.583333333333336,0.01,15.5,False,False,False,CS
CS_3x1,lay,fav>1.80,Todos,fav fora,Todos,261,5,1.0108230959577251,-0.7071867457691011,2.469251939917379,0.0965,32,1008,-0.6218634520659284,0.115,34.0,False,False,False,CS
CS_1x3,lay,fav>1.80,U25>2.20,fav fora,TOP 3,80,2,2.5439814257711135,-1.450054978460716,5.235968919469088,0.0965,30,294,-3.013845429181339,0.0175,19.25,False,False,False,CS
D,lay,fav<=1.40,U25>2.20,Todos,Todos,147,16,3.611708394544625,-1.8065166514836268,8.757381680636596,0.0965,28,582,-1.4311944613125003,0.0825,6.8,False,False,False,nao-CS
Over15_HT,back,Todos,U25 1.60-2.20,fav fora,TOP 3,86,49,18.879651162790697,-10.261028089887644,47.05234017822546,0.0965,34,509,-9.165422396856584,0.0375,2.8,False,False,False,nao-CS
1X,lay,Todos,U25>2.20,fav fora,TOP 3,85,41,15.808482268516224,-7.113695709803982,38.75068354797481,0.097,30,431,-7.1873841991739535,0.0175,1.7,False,False,False,nao-CS
Over25_HT,back,fav<=1.40,U25>2.20,Todos,Todos,130,94,19.50615384615384,-10.298125000000008,50.08619702947319,0.0975,27,552,-10.718931159420293,0.0525,4.6,False,False,False,nao-CS
Under25_FT,lay,fav1.40-1.80,Todos,Todos,TOP 3,102,47,14.452982668812622,-6.209724119380864,36.51758776749235,0.0975,36,568,-2.9142137372525423,0.0675,1.8,False,False,False,nao-CS
BTTS_No,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,16,18.715490200188032,-10.826147232650083,45.57981947250151,0.0975,19,229,1.9905696144798601,0.1825,2.04,False,False,False,nao-CS
X2,back,fav>1.80,U25 1.60-2.20,Todos,TOP 3,98,29,10.405102040816324,-4.866562500000001,25.551535326086956,0.098,34,555,-1.5036936936936942,0.08,1.545,False,False,False,nao-CS
CS_1x2,lay,Todos,U25<=1.60,fav fora,Todos,59,2,3.9662620427454622,-2.9673577845469317,7.647090527783957,0.1,23,373,-4.47400955447477,0.0325,13.5,False,False,False,CS
CS_Goleada_H,back,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,121,110,79.46280991735539,-34.3491443452381,221.51015965166906,0.1,27,548,-41.67883211678832,0.0075,12.0,False,False,False,CS
1X,lay,Todos,U25>2.20,Todos,Todos,410,192,6.700095436818462,-3.5817529949423137,16.928787099704977,0.1005,33,1342,-4.359415489186415,0.02,1.87,False,False,False,nao-CS
CS_0x1,lay,fav1.40-1.80,Todos,Todos,Todos,591,26,0.8726567952345523,-0.5380955588672616,2.25763562788394,0.1005,36,2369,-1.7164221809776736,0.01,22.0,False,False,False,CS
CS_0x1,lay,fav<=1.40,U25>2.20,Todos,Todos,48,1,3.178795474319914,-2.8144141777751193,6.121336474518048,0.1015,21,233,-0.678958744053009,0.2025,33.0,False,False,False,CS
Over15_HT,back,fav<=1.40,Todos,Todos,Todos,196,96,10.720153061224488,-5.4289048503386494,26.27951417958654,0.1015,30,888,-10.608220720720723,0.005,2.25,False,False,False,nao-CS
Over25_FT,back,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,34,11.12590361445783,-6.512336497890295,27.572516896855713,0.1025,33,483,0.7691511387163533,0.1775,1.89,False,False,False,nao-CS
CS_1x1,lay,Todos,U25<=1.60,fav casa,TOP 3,83,8,4.1591173285195655,-2.4976311449084543,10.833873966954211,0.104,33,414,-4.704570895730079,0.025,7.2,False,False,False,CS
CS_1x1,lay,fav>1.80,Todos,Todos,TOP 3,107,11,3.600627083878872,-2.5180646297033906,9.123253286240143,0.1045,36,614,-5.161073437358427,0.025,7.0,False,False,False,CS
CS_0x2,back,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,46,55.379629629629626,-30.18912076271187,142.64769116186687,0.105,23,245,16.367346938775505,0.2,10.5,False,False,False,CS
D,lay,Todos,U25<=1.60,fav casa,Todos,212,56,5.6918338217586495,-3.71694168816476,13.339141815666771,0.1055,34,1150,-4.2140915049468,0.02,3.15,False,False,False,nao-CS
Under35_FT,back,fav>1.80,Todos,fav fora,TOP 3,89,20,8.707303370786518,-5.030018916766227,22.592804018270876,0.107,33,470,-0.4732978723404249,0.0975,1.34,False,False,False,nao-CS
Over15_HT,back,fav1.40-1.80,Todos,Todos,Todos,629,366,6.329332273449917,-4.278990315827886,15.382298217051037,0.107,36,2623,-6.393290125810144,0.005,2.62,False,False,False,nao-CS
CS_1x2,lay,fav>1.80,U25>2.20,fav casa,Todos,312,15,1.4953341450433073,-0.9102606661573911,3.467119201853445,0.1075,35,947,-2.7131336399007466,0.01,15.5,False,False,False,CS
CS_2x0,back,fav<=1.40,Todos,Todos,TOP 3,78,61,45.17307692307692,-20.622758948368705,120.82254699248114,0.108,30,412,-9.877427184466022,0.085,6.8,False,False,False,CS
CS_Goleada_H,back,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,40,38,197.125,-100.0,627.96875,0.108,15,156,-74.39102564102565,0.04,55.0,False,False,False,CS
Under35_FT,back,fav>1.80,Todos,Todos,TOP 3,101,21,5.930198019801983,-3.4513592233009684,14.85390115831971,0.1085,35,574,0.3676829268292713,0.18,1.32,False,False,False,nao-CS
Over25_FT,back,fav1.40-1.80,U25>2.20,Todos,TOP 3,90,22,8.436111111111108,-4.248158347676423,21.30859339080459,0.1085,33,456,-5.90822368421053,0.035,1.44,False,False,False,nao-CS
CS_3x0,back,Todos,U25>2.20,fav casa,TOP 3,98,83,53.92857142857142,-23.420608243297323,151.3984140553229,0.1095,35,449,-10.533407572383076,0.0425,9.5,False,False,False,CS
Over45_FT,back,fav>1.80,U25>2.20,fav casa,Todos,313,232,15.12396166134185,-8.146425773842521,37.40896642514828,0.1095,35,980,-12.077908163265311,0.015,5.0,False,False,False,nao-CS
BTTS_No,back,Todos,U25>2.20,Todos,TOP 3,100,40,10.843999999999996,-6.182250598771221,27.54477040816325,0.11,35,563,-6.675133214920074,0.0475,1.915,False,False,False,nao-CS
CS_1x0,back,fav>1.80,U25<=1.60,fav casa,TOP 3,82,63,28.48170731707316,-16.5334165154265,73.32216228294178,0.11,33,399,-4.706766917293237,0.11,5.7,False,False,False,CS
CS_3x1,lay,fav<=1.40,U25>2.20,fav casa,Todos,135,6,2.4266637137563287,-1.5866383119167007,5.792677232962125,0.11,29,171,-0.37411370029344276,0.1425,14.0,False,False,False,CS
CS_3x1,lay,fav<=1.40,U25>2.20,Todos,Todos,135,6,2.4266637137563287,-1.5866383119167007,5.792677232962125,0.11,29,226,0.05368226853844795,0.165,14.0,False,False,False,CS
Under15_FT,lay,fav1.40-1.80,Todos,fav fora,TOP 3,52,9,8.269012533937623,-4.706129035772593,21.657646732783185,0.1105,25,306,-7.495772243355734,0.02,4.2,False,False,False,nao-CS
CS_1x2,back,fav>1.80,U25>2.20,Todos,TOP 3,96,82,43.13020833333333,-21.36581898384354,117.4218361244018,0.1105,35,447,0.32774049217001716,0.115,9.8,False,False,False,CS
CS_1x1,lay,Todos,Todos,fav casa,Todos,1777,170,0.8548772754981766,-0.5759626370246129,2.3986940068829106,0.1115,36,7201,-4.086461828002824,0.0,9.0,False,False,True,CS
CS_1x2,lay,fav>1.80,U25<=1.60,fav fora,Todos,57,2,3.8216127068438284,-2.8411098200698572,7.620050079753193,0.1115,22,351,-4.998956068392595,0.0275,13.5,False,False,False,CS
CS_1x1,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,81,8,4.0651376368707925,-2.7816496977663774,10.973238323896773,0.1115,33,406,-6.037097196809718,0.015,7.2,False,False,False,CS
Under05_HT,back,fav>1.80,U25<=1.60,fav fora,Todos,60,30,19.128333333333327,-12.81649709302326,47.42598771929823,0.112,24,387,-4.640180878552974,0.1025,2.5,False,False,False,nao-CS
CS_1x0,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,244,14,2.192460219783087,-1.3765893787005783,5.5112121605204445,0.112,33,860,-1.2515759627179972,0.0525,12.0,False,False,False,CS
Over35_FT,back,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,276,186,10.105978260869563,-5.7249525652152995,25.91672939930687,0.1125,31,1366,-3.0441068814055674,0.1025,3.5,False,False,False,nao-CS
D,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,7,7.171140766034298,-4.627407087742313,19.590356439084736,0.115,19,236,-5.6723299077778035,0.1,4.2,False,False,False,nao-CS
CS_1x2,lay,Todos,U25 1.60-2.20,Todos,TOP 3,104,6,2.9855582015064814,-1.8566744439443135,7.3607088026713425,0.1155,36,599,-2.396188208963594,0.075,10.75,False,False,False,CS
D,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,66,7,5.07123473697821,-3.499530538643557,12.421967822717345,0.116,28,310,-2.733699341721495,0.09,6.4,False,False,False,nao-CS
Over15_HT,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,82,14,6.275104116609377,-4.2111674073067835,16.16008202717803,0.116,33,407,-4.884679713004228,0.04,4.3,False,False,False,nao-CS
Under15_HT,lay,fav<=1.40,Todos,Todos,Todos,197,97,10.127313939546658,-5.639135136973732,25.534871595765647,0.116,30,894,-10.840484338082392,0.0075,1.8,False,False,False,nao-CS
CS_3x1,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,70,3,2.9737635144159986,-2.3175497515209886,7.505437431137743,0.117,29,125,-0.344183696521951,0.1525,13.5,False,False,False,CS
